"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","EST-MONO","Fémin","Pourcentage","2015","14.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","EST-MONO","Fémin","Pourcentage","2016","31.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","EST-MONO","Fémin","Pourcentage","2017","28"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","EST-MONO","Fémin","Pourcentage","2018","36.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","EST-MONO","Fémin","Pourcentage","2019","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2014","20.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2015","24.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2016","34.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2017","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2018","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Total","Pourcentage","2019","32.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2014","21.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2015","25.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2016","36.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2017","30.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2018","42.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Masculin","Pourcentage","2019","32.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2014","18.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2015","20.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2016","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2017","20.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2018","42.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","HAHO","Fémin","Pourcentage","2019","33.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2014","33.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2015","33.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2016","36.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2017","34.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2018","58.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Total","Pourcentage","2019","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2014","34.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2015","34.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2016","35.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2017","34.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2018","58.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Masculin","Pourcentage","2019","49.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2014","30.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2015","29.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2016","39.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2017","35.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2018","57.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KLOTO","Fémin","Pourcentage","2019","50.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2014","28.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2015","26.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2016","21.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2017","48.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2018","32.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Total","Pourcentage","2019","34.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2014","29.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2015","27.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2016","22.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2017","46.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2018","34"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Masculin","Pourcentage","2019","35.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2014","21.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2015","17.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2016","12.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2017","54.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2018","25.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","KPELE-AKATA","Fémin","Pourcentage","2019","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2014","17.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2015","31.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2016","23.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2017","33"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2018","44"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Total","Pourcentage","2019","30.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2014","11.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2015","32.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2016","25.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2017","34.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2018","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Masculin","Pourcentage","2019","27.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2014","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2015","27.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2016","11.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2017","16.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2018","62.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","MOYEN-MONO","Fémin","Pourcentage","2019","50"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2014","39.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2015","35.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2016","43.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2017","35.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2018","49.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Total","Pourcentage","2019","48.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2014","40.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2015","35"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2016","43.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2017","34.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2018","51.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Masculin","Pourcentage","2019","48"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2014","36.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2015","36.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2016","41.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2017","37.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2018","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","OGOU","Fémin","Pourcentage","2019","50.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2014","23.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2015","27.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2016","29.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2017","27.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2018","42"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Total","Pourcentage","2019","47.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2014","24.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2015","27.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2016","31.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2017","28.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2018","45.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Masculin","Pourcentage","2019","49"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2014","12.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2015","33.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2016","8.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2017","20.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2018","24.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","WAWA","Fémin","Pourcentage","2019","40"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2014","26.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2015","25.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2016","31.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2017","35.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2018","51.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Total","Pourcentage","2019","45.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2014","25.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2015","25.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2016","31.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2017","36.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2018","52.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Masculin","Pourcentage","2019","45.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2014","33.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2015","23.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2016","31.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2017","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2018","50.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Centrale","Fémin","Pourcentage","2019","46.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2014","26.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2015","16.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2016","24.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2017","30.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2018","47.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Total","Pourcentage","2019","37.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2014","25.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2015","17.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2016","26.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2017","31.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2018","46.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Masculin","Pourcentage","2019","36.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2014","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2015","12.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2016","13.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2017","28.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2018","52.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BLITTA","Fémin","Pourcentage","2019","40"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2014","28.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2015","15.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2016","37"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2017","39.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2018","54.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Total","Pourcentage","2019","42"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2014","26.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2015","15.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2016","38.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2017","41"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2018","55.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Masculin","Pourcentage","2019","43.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2014","41.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2015","14.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2016","31.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2017","34.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2018","50.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","SOTOUBOUA","Fémin","Pourcentage","2019","35.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2014","24"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2015","23.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2016","16"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2017","27.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2018","43.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Total","Pourcentage","2019","44.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2014","22.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2015","22.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2016","16.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2017","29.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2018","44.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Masculin","Pourcentage","2019","43.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2014","41.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2015","26.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2016","11.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2017","19.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2018","38.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAMBA","Fémin","Pourcentage","2019","46.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2014","26.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2015","34"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2016","31"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2017","36.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2018","54.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Total","Pourcentage","2019","50.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2014","25.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2015","35.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2016","29.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2017","37.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2018","55"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Masculin","Pourcentage","2019","50.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2014","27.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2015","29.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2016","35.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2017","33.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2018","51.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","TCHAOUDJO","Fémin","Pourcentage","2019","52.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2014","37.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2015","38.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2016","42.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2017","45.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2018","60.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Total","Pourcentage","2019","50.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2014","37.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2015","39.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2016","43.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2017","46.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2018","59.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Masculin","Pourcentage","2019","49.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2014","38.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2015","29.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2016","38.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2017","42.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2018","63.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","T.R.Kara","Fémin","Pourcentage","2019","55.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2014","32.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2015","39.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2016","29"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2017","27.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2018","51.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Total","Pourcentage","2019","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2014","29.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2015","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2016","27.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2017","27.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2018","53"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Masculin","Pourcentage","2019","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2014","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2015","38.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2016","34.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2017","28.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2018","46"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","ASSOLI","Fémin","Pourcentage","2019","57.1"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2014","42.3"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2015","33.7"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2016","37.6"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2017","49.5"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2018","44.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Total","Pourcentage","2019","42.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2014","41.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2015","33.2"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2016","39.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2017","52.8"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2018","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Masculin","Pourcentage","2019","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2014","45"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2015","38.9"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2016","25"
"Taux de réussite au BAC_II selon le sexe et la région (série D)","BASSAR","Fémin","Pourcentage","2017","34.5"
