"indicateur","subdivision","sexe","Unit","Date","Value"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2014","49.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2015","27"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2016","37.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2017","37"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2018","51.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Total","Pourcentage","2019","39.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2014","50.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2015","26.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2016","37.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2017","34.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2018","52"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Masculin","Pourcentage","2019","37.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2014","44.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2016","35.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2017","44.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2018","49.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BASSAR","Fémin","Pourcentage","2019","44.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2014","55.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2015","41.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2016","56.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2017","49.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2018","73.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Total","Pourcentage","2019","59.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2014","61.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2015","43.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2016","61.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2017","48.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2018","74.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Masculin","Pourcentage","2019","63.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2014","39.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2016","47.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2017","52.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2018","69"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","BINAH","Fémin","Pourcentage","2019","50"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2014","59.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2015","37"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2016","35.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2017","39.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2018","56"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Total","Pourcentage","2019","29.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2014","57.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2015","38.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2016","38.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2017","40.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2018","57.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Masculin","Pourcentage","2019","29.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2014","66.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2016","24.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2017","31.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2018","49.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DANKPEN","Fémin","Pourcentage","2019","29.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2014","57"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2015","35.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2016","58"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2017","48.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2018","64.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Total","Pourcentage","2019","50.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2014","52.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2015","35.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2016","59.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2017","52.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2018","63.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Masculin","Pourcentage","2019","52"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2014","69.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2016","53.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2017","40.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2018","66.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","DOUFELGOU","Fémin","Pourcentage","2019","48.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2014","61.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2015","38.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2016","48.8"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2017","44.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2018","58.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Total","Pourcentage","2019","52.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2014","61"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2015","34.4"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2016","51.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2017","47"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2018","58"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Masculin","Pourcentage","2019","55.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2014","65.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2016","39"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2017","38.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2018","61.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KERAN","Fémin","Pourcentage","2019","42.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2014","52"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2015","44.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2016","63.1"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2017","42.6"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2018","73.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Total","Pourcentage","2019","61.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2014","52.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2015","44.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2016","64.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2017","44.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2018","75.2"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Masculin","Pourcentage","2019","62.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2014","50.5"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2015","2.7"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2016","60.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2017","40.3"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2018","70.9"
"Taux de réussite au BAC_II selon le sexe et la région (série A)","KOZAH","Fémin","Pourcentage","2019","61.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2014","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2015","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2016","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2017","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Total","Pourcentage","2019","92.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2014","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2015","52.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2016","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2017","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Masculin","Pourcentage","2019","91.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Fémin","Pourcentage","2015","1.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R. Savanes","Fémin","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","CINKASSE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","KPENDJAL","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","OTI","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TANDJOARE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2014","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2015","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2016","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2017","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Total","Pourcentage","2019","92.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2014","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2015","52.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2016","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2017","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Masculin","Pourcentage","2019","91.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Fémin","Pourcentage","2015","1.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","TONE","Fémin","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2014","73.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2015","72.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2016","74.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2017","75.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2018","93.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Total","Pourcentage","2019","81.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2014","72.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2015","70.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2016","71.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2017","73.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2018","93"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Masculin","Pourcentage","2019","84.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2014","80"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2015","2.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2016","86.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2017","81.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2018","94.8"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","Ensemble TOGO","Fémin","Pourcentage","2019","75.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2014","80"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2015","78.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2016","76.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2017","81.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2018","94.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Total","Pourcentage","2019","83.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2014","78.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2015","73.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2016","73.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2017","78.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2018","94.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Masculin","Pourcentage","2019","85.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2014","86.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2015","4.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2016","86.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2017","89.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2018","94.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Lomé-Golfe","Fémin","Pourcentage","2019","77.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2014","78.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2015","81.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2016","77.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2017","83"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2018","95"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Total","Pourcentage","2019","83.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2014","76.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2015","77.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2016","73.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2017","79.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2018","95.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Masculin","Pourcentage","2019","86.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2014","84.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2015","7.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2016","87"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2017","90.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2018","92.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LOME-COMMUNE","Fémin","Pourcentage","2019","78.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2014","86"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2015","63"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2016","75.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2017","75"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2018","93.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Total","Pourcentage","2019","81"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2014","84.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2015","58.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2016","74.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2017","73.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2018","91.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Masculin","Pourcentage","2019","83.8"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2014","90.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2015","0.8"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2016","81.8"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2017","83.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","GOLFE","Fémin","Pourcentage","2019","75.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2014","47.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2015","53.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2016","58.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2017","67.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2018","84.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Total","Pourcentage","2019","80.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2014","46.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2015","56.1"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2016","59.6"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2017","68.8"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2018","84.4"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Masculin","Pourcentage","2019","89.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2014","66.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2016","40"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2017","62.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2018","83.3"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","T.R.Maritime","Fémin","Pourcentage","2019","68.9"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","AVE","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Total","Pourcentage","2018","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Total","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Masculin","Pourcentage","2018","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Masculin","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","BAS MONO","Fémin","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2014","18.2"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2015","60"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2016","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2017","66.7"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2018","87.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Total","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2014","10"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2015","60"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2016","54.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2017","60"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2018","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Masculin","Pourcentage","2019","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Fémin","Pourcentage","2014","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Fémin","Pourcentage","2015","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Fémin","Pourcentage","2016","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Fémin","Pourcentage","2017","100"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","LACS","Fémin","Pourcentage","2018","0"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","VO","Total","Pourcentage","2014","38.5"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","VO","Total","Pourcentage","2015","50"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","VO","Total","Pourcentage","2016","56"
"Taux de réussite au BAC_II selon le sexe et la région (série C)","VO","Total","Pourcentage","2017","73.9"
