indicator_id,indicator_label_en
E.5T8.FOREIGN.ORG678.GPIA,"Inbound internationally mobile students from Africa: Students from Sao Tome and Principe, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG68.GPIA,"Inbound internationally mobile students from South America: Students from the Plurinational State of Bolivia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG682.GPIA,"Inbound internationally mobile students from Asia: Students from Saudi Arabia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG686.GPIA,"Inbound internationally mobile students from Africa: Students from Senegal, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG688.GPIA,"Inbound internationally mobile students from Europe: Students from Serbia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG690.GPIA,"Inbound internationally mobile students from Africa: Students from Seychelles, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG694.GPIA,"Inbound internationally mobile students from Africa: Students from Sierra Leone, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG702.GPIA,"Inbound internationally mobile students from Asia: Students from Singapore, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG706.GPIA,"Inbound internationally mobile students from Africa: Students from Somalia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG710.GPIA,"Inbound internationally mobile students from Africa: Students from South Africa, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG716.GPIA,"Inbound internationally mobile students from Africa: Students from Zimbabwe, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG72.GPIA,"Inbound internationally mobile students from Africa: Students from Botswana, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG724.GPIA,"Inbound internationally mobile students from Europe: Students from Spain, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG728.GPIA,"Inbound internationally mobile students from Africa: Students from South Sudan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG729.GPIA,"Inbound internationally mobile students from Africa: Students from Sudan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG734.GPIA,"Inbound internationally mobile students from Asia: Students from Sri Lanka, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG740.GPIA,"Inbound internationally mobile students from South America: Students from Suriname, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG748.GPIA,"Inbound internationally mobile students from Africa: Students from Eswatini, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG752.GPIA,"Inbound internationally mobile students from Europe: Students from Sweden, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG756.GPIA,"Inbound internationally mobile students from Europe: Students from Switzerland, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG76.GPIA,"Inbound internationally mobile students from South America: Students from Brazil, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG760.GPIA,"Inbound internationally mobile students from Asia: Students from the Syrian Arab Republic, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG761.GPIA,"Inbound internationally mobile students from Asia: Students from Tajikistan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG762.GPIA,"Inbound internationally mobile students from Africa: Students from the United Republic of Tanzania, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG764.GPIA,"Inbound internationally mobile students from Asia: Students from Thailand, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG768.GPIA,"Inbound internationally mobile students from Africa: Students from Togo, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG772.GPIA,"Inbound internationally mobile students from Oceania: Students from Tokelau, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG776.GPIA,"Inbound internationally mobile students from Oceania: Students from Tonga, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG778.GPIA,"Inbound internationally mobile students from Oceania: Students from Tuvalu, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG780.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from Trinidad and Tobago, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG788.GPIA,"Inbound internationally mobile students from Africa: Students from Tunisia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG792.GPIA,"Inbound internationally mobile students from Asia: Students from Turkey, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG794.GPIA,"Inbound internationally mobile students from Asia: Students from Turkmenistan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG796.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from the Turks and Caicos Islands, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG8.GPIA,"Inbound internationally mobile students from Europe: Students from Albania, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG800.GPIA,"Inbound internationally mobile students from Africa: Students from Uganda, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG805.GPIA,"Inbound internationally mobile students from Europe: Students from Belarus, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG807.GPIA,"Inbound internationally mobile students from Europe: Students from the Ukraine, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG812.GPIA,"Inbound internationally mobile students from Asia: Students from the United Arab Emirates, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG826.GPIA,"Inbound internationally mobile students from Europe: Students from the United Kingdom, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG840.GPIA,"Inbound internationally mobile students from North America: Students from the United States, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG854.GPIA,"Inbound internationally mobile students from Africa: Students from Burkina Faso, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG858.GPIA,"Inbound internationally mobile students from South America: Students from Uruguay, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG860.GPIA,"Inbound internationally mobile students from Asia: Students from Uzbekistan, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG862.GPIA,"Inbound internationally mobile students from South America: Students from the Bolivarian Republic of Venezuela, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG868.GPIA,"Inbound internationally mobile students from Asia: Students from Viet Nam, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG869.GPIA,"Inbound internationally mobile students from Caribbean and Central America: Students from the British Virgin Islands, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG882.GPIA,"Inbound internationally mobile students from Oceania: Students from Samoa, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG885.GPIA,"Inbound internationally mobile students from Asia: Students from the Yemen, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG892.GPIA,"Inbound internationally mobile students from Africa: Students from the Democratic Republic of the Congo, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG894.GPIA,"Inbound internationally mobile students from Africa: Students from Zambia, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG90.GPIA,"Inbound internationally mobile students from Oceania: Students from the Solomon Islands, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG96.GPIA,"Inbound internationally mobile students from Asia: Students from Brunei Darussalam, adjusted gender parity index (GPIA)"
E.5T8.FOREIGN.ORG99000000.GPIA,"Inbound internationally mobile students from unknown continents, adjusted gender parity index (GPIA) (UIS estimate)"
ETOIP.0.PR,"Percentage of enrolment in early childhood education programmes in private institutions, both sexes (%)"
ETOIP.0.PR.F,"Percentage of enrolment in early childhood education programmes in private institutions, female (%)"
ETOIP.0.PR.GPIA,"Percentage of enrolment in early childhood education programmes in private institutions, adjusted gender parity index (GPIA)"
ETOIP.0.PR.M,"Percentage of enrolment in early childhood education programmes in private institutions, male (%)"
ETOIP.0.PU,"Percentage of enrolment in early childhood education programmes in public institutions, both sexes (%)"
ETOIP.0.PU.F,"Percentage of enrolment in early childhood education programmes in public institutions, female (%)"
ETOIP.0.PU.GPIA,"Percentage of enrolment in early childhood education programmes in public institutions, adjusted gender parity index (GPIA)"
ETOIP.0.PU.M,"Percentage of enrolment in early childhood education programmes in public institutions, male (%)"
ETOIP.01.PR,"Percentage of enrolment in early childhood educational development programmes in private institutions, both sexes (%)"
ETOIP.01.PR.F,"Percentage of enrolment in early childhood educational development programmes in private institutions, female (%)"
ETOIP.01.PR.GPIA,"Percentage of enrolment in early childhood educational development programmes in private institutions, adjusted gender parity index (GPIA)"
ETOIP.01.PR.M,"Percentage of enrolment in early childhood educational development programmes in private institutions, male (%)"
ETOIP.01.PU,"Percentage of enrolment in early childhood educational development programmes in public institutions, both sexes (%)"
ETOIP.01.PU.F,"Percentage of enrolment in early childhood educational development programmes in public institutions, female (%)"
ETOIP.01.PU.GPIA,"Percentage of enrolment in early childhood educational development programmes in public institutions, adjusted gender parity index (GPIA)"
ETOIP.01.PU.M,"Percentage of enrolment in early childhood educational development programmes in public institutions, male (%)"
ETOIP.02.PR,"Percentage of enrolment in pre-primary education in private institutions, both sexes (%)"
ETOIP.02.PR.F,"Percentage of enrolment in pre-primary education in private institutions, female (%)"
ETOIP.02.PR.GPIA,"Percentage of enrolment in pre-primary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.02.PR.M,"Percentage of enrolment in pre-primary education in private institutions, male (%)"
ETOIP.02.PU,"Percentage of enrolment in pre-primary education in public institutions, both sexes (%)"
ETOIP.02.PU.F,"Percentage of enrolment in pre-primary education in public institutions, female (%)"
ETOIP.02.PU.GPIA,"Percentage of enrolment in pre-primary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.02.PU.M,"Percentage of enrolment in pre-primary education in public institutions, male (%)"
ETOIP.1.PR,"Percentage of enrolment in primary education in private institutions, both sexes (%)"
ETOIP.1.PR.F,"Percentage of enrolment in primary education in private institutions, female (%)"
ETOIP.1.PR.GPIA,"Percentage of enrolment in primary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.1.PR.M,"Percentage of enrolment in primary education in private institutions, male (%)"
ETOIP.1.PU,"Percentage of enrolment in primary education in public institutions, both sexes (%)"
ETOIP.1.PU.F,"Percentage of enrolment in primary education in public institutions, female (%)"
ETOIP.1.PU.GPIA,"Percentage of enrolment in primary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.1.PU.M,"Percentage of enrolment in primary education in public institutions, male (%)"
ETOIP.2.PR,"Percentage of enrolment in lower secondary education in private institutions, both sexes (%)"
ETOIP.2.PR.F,"Percentage of enrolment in lower secondary education in private institutions, female (%)"
ETOIP.2.PR.GPIA,"Percentage of enrolment in lower secondary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.2.PR.M,"Percentage of enrolment in lower secondary education in private institutions, male (%)"
ETOIP.2.PU,"Percentage of enrolment in lower secondary education in public institutions, both sexes (%)"
ETOIP.2.PU.F,"Percentage of enrolment in lower secondary education in public institutions, female (%)"
ETOIP.2.PU.GPIA,"Percentage of enrolment in lower secondary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.2.PU.M,"Percentage of enrolment in lower secondary education in public institutions, male (%)"
ETOIP.2T3.PR,"Percentage of enrolment in secondary education in private institutions, both sexes (%)"
ETOIP.2T3.PR.F,"Percentage of enrolment in secondary education in private institutions, female (%)"
ETOIP.2T3.PR.GPIA,"Percentage of enrolment in secondary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.2T3.PR.M,"Percentage of enrolment in secondary education in private institutions, male (%)"
ETOIP.2T3.PU,"Percentage of enrolment in secondary education in public institutions, both sexes (%)"
ETOIP.2T3.PU.F,"Percentage of enrolment in secondary education in public institutions, female (%)"
ETOIP.2T3.PU.GPIA,"Percentage of enrolment in secondary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.2T3.PU.M,"Percentage of enrolment in secondary education in public institutions, male (%)"
ETOIP.3.PR,"Percentage of enrolment in upper secondary education in private institutions, both sexes (%)"
ETOIP.3.PR.F,"Percentage of enrolment in upper secondary education in private institutions, female (%)"
ETOIP.3.PR.GPIA,"Percentage of enrolment in upper secondary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.3.PR.M,"Percentage of enrolment in upper secondary education in private institutions, male (%)"
ETOIP.3.PU,"Percentage of enrolment in upper secondary education in public institutions, both sexes (%)"
ETOIP.3.PU.F,"Percentage of enrolment in upper secondary education in public institutions, female (%)"
ETOIP.3.PU.GPIA,"Percentage of enrolment in upper secondary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.3.PU.M,"Percentage of enrolment in upper secondary education in public institutions, male (%)"
ETOIP.4.PR,"Percentage of enrolment in post-secondary non-tertiary education in private institutions, both sexes (%)"
ETOIP.4.PR.F,"Percentage of enrolment in post-secondary non-tertiary education in private institutions, female (%)"
ETOIP.4.PR.GPIA,"Percentage of enrolment in post-secondary non-tertiary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.4.PR.M,"Percentage of enrolment in post-secondary non-tertiary education in private institutions, male (%)"
ETOIP.4.PU,"Percentage of enrolment in post-secondary non-tertiary education in public institutions, both sexes (%)"
ETOIP.4.PU.F,"Percentage of enrolment in post-secondary non-tertiary education in public institutions, female (%)"
ETOIP.4.PU.GPIA,"Percentage of enrolment in post-secondary non-tertiary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.4.PU.M,"Percentage of enrolment in post-secondary non-tertiary education in public institutions, male (%)"
ETOIP.5T8.PR,"Percentage of enrolment in tertiary education in private institutions, both sexes (%)"
ETOIP.5T8.PR.F,"Percentage of enrolment in tertiary education in private institutions, female (%)"
ETOIP.5T8.PR.GPIA,"Percentage of enrolment in tertiary education in private institutions, adjusted gender parity index (GPIA)"
ETOIP.5T8.PR.M,"Percentage of enrolment in tertiary education in private institutions, male (%)"
ETOIP.5T8.PU,"Percentage of enrolment in tertiary education in public institutions, both sexes (%)"
ETOIP.5T8.PU.F,"Percentage of enrolment in tertiary education in public institutions, female (%)"
ETOIP.5T8.PU.GPIA,"Percentage of enrolment in tertiary education in public institutions, adjusted gender parity index (GPIA)"
ETOIP.5T8.PU.M,"Percentage of enrolment in tertiary education in public institutions, male (%)"
FGP.5T8.F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education who are female (%)"
FOSGP.5T8.F1000,"Percentage of graduates from tertiary education graduating from Services programmes, both sexes (%)"
FOSGP.5T8.F1000.F,"Percentage of graduates from tertiary education graduating from Services programmes, female (%)"
FOSGP.5T8.F1000.GPIA,"Percentage of graduates from tertiary education graduating from Services programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F1000.M,"Percentage of graduates from tertiary education graduating from Services programmes, male (%)"
FOSGP.5T8.F110,"Percentage of graduates from tertiary education graduating from Education programmes, both sexes (%)"
FOSGP.5T8.F110.F,"Percentage of graduates from tertiary education graduating from Education programmes, female (%)"
FOSGP.5T8.F110.GPIA,"Percentage of graduates from tertiary education graduating from Education programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F110.M,"Percentage of graduates from tertiary education graduating from Education programmes, male (%)"
FOSGP.5T8.F200,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, both sexes (%)"
FOSGP.5T8.F200.F,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, female (%)"
FOSGP.5T8.F200.GPIA,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F200.M,"Percentage of graduates from tertiary education graduating from Arts and Humanities programmes, male (%)"
FOSGP.5T8.F300,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, both sexes (%)"
FOSGP.5T8.F300.F,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, female (%)"
FOSGP.5T8.F300.GPIA,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F300.M,"Percentage of graduates from tertiary education graduating from Social Sciences, Journalism and Information programmes, male (%)"
FOSGP.5T8.F400,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, both sexes (%)"
FOSGP.5T8.F400.F,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, female (%)"
FOSGP.5T8.F400.GPIA,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F400.M,"Percentage of graduates from tertiary education graduating from Business, Administration and Law  programmes, male (%)"
FOSGP.5T8.F500,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, both sexes (%)"
FOSGP.5T8.F500.F,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, female (%)"
FOSGP.5T8.F500.GPIA,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F500.M,"Percentage of graduates from tertiary education graduating from Natural Sciences, Mathematics and Statistics programmes, male (%)"
FOSGP.5T8.F500600700,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)"
FOSGP.5T8.F500600700.F,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, female (%)"
FOSGP.5T8.F500600700.GPIA,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, adjusted gender parity index (GPIA)"
FOSGP.5T8.F500600700.M,"Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, male (%)"
FOSGP.5T8.F600,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, both sexes (%)"
FOSGP.5T8.F600.F,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, female (%)"
FOSGP.5T8.F600.GPIA,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F600.M,"Percentage of graduates from tertiary education graduating from Information and Communication Technologies programmes, male (%)"
FOSGP.5T8.F700,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, both sexes (%)"
FOSGP.5T8.F700.F,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, female (%)"
FOSGP.5T8.F700.GPIA,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F700.M,"Percentage of graduates from tertiary education graduating from Engineering, Manufacturing and Construction  programmes, male (%)"
FOSGP.5T8.F800,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, both sexes (%)"
FOSGP.5T8.F800.F,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, female (%)"
FOSGP.5T8.F800.GPIA,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F800.M,"Percentage of graduates from tertiary education graduating from Agriculture, Forestry, Fisheries and Veterinary programmes, male (%)"
FOSGP.5T8.F900,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, both sexes (%)"
FOSGP.5T8.F900.F,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, female (%)"
FOSGP.5T8.F900.GPIA,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, adjusted gender parity index (GPIA)"
FOSGP.5T8.F900.M,"Percentage of graduates from tertiary education graduating from  Health and Welfare programmes, male (%)"
FOSGP.5T8.FNON500600700,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
FOSGP.5T8.FNON500600700.F,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, female (%)"
FOSGP.5T8.FNON500600700.GPIA,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, adjusted gender parity index (GPIA)"
FOSGP.5T8.FNON500600700.M,"Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, male (%)"
FOSGP.5T8.FUK,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, both sexes (%)"
FOSGP.5T8.FUK.F,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, female (%)"
FOSGP.5T8.FUK.GPIA,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, adjusted gender parity index (GPIA)"
FOSGP.5T8.FUK.M,"Percentage of graduates from tertiary education graduating from programmes in unspecified fields, male (%)"
FTP.0,Percentage of teachers in early childhood education who are female (%)
FTP.0.QUALIFIED,Percentage of teachers in early childhood education who are qualified according to national standards and who are female (%)
FTP.0.TRAINED,Percentage of teachers in early childhood education who are trained according to national standards and who are female (%)
FTP.01,Percentage of teachers in early childhood educational development who are female (%)
FTP.01.QUALIFIED,Percentage of teachers in early childhood educational development who are qualified according to national standards and who are female (%)
FTP.01.TRAINED,Percentage of teachers in early childhood educational development who are trained according to national standards and who are female (%)
FTP.02,Percentage of teachers in pre-primary education who are female (%)
FTP.02.QUALIFIED,Percentage of teachers in pre-primary education who are qualified according to national standards and who are female (%)
FTP.02.TRAINED,Percentage of teachers in pre-primary education who are trained according to national standards and who are female (%)
FTP.1,Percentage of teachers in primary education who are female (%)
FTP.1.QUALIFIED,Percentage of teachers in primary education who are qualified according to national standards and who are female (%)
FTP.1.TRAINED,Percentage of teachers in primary education who are trained according to national standards and who are female (%)
FTP.2,Percentage of teachers in lower secondary education who are female (%)
FTP.2.QUALIFIED,Percentage of teachers in lower secondary education who are qualified according to national standards and who are female (%)
FTP.2.TRAINED,Percentage of teachers in lower secondary education who are trained according to national standards and who are female (%)
FTP.2T3,Percentage of teachers in secondary education who are female (%)
FTP.2T3.QUALIFIED,Percentage of teachers in secondary education who are qualified according to national standards and who are female (%)
FTP.2T3.TRAINED,Percentage of teachers in secondary education who are trained according to national standards and who are female (%)
FTP.2T3.V,Percentage of teachers in secondary education vocational programmes who are female (%)
FTP.3,Percentage of teachers in upper secondary education who are female (%)
FTP.3.QUALIFIED,Percentage of teachers in upper secondary education who are qualified according to national standards and who are female (%)
FTP.3.TRAINED,Percentage of teachers in upper secondary education who are trained according to national standards and who are female (%)
FTP.4,Percentage of teachers in post-secondary non-tertiary education who are female (%)
FTP.4.QUALIFIED,Percentage of teachers in post-secondary non-tertiary education who are qualified according to national standards and who are female (%)
FTP.4.TRAINED,Percentage of teachers in post-secondary non-tertiary education who are trained according to national standards and who are female (%)
FTP.5,Percentage of teachers in short cycle tertiary education who are female (%)
FTP.5T8,Percentage of teachers in tertiary education who are female (%)
FTP.6T8,"Percentage of teachers in ISCED 6, 7, and 8 who are female (%)"
GER.1,"Gross enrolment ratio, primary, both sexes (%)"
GER.1.F,"Gross enrolment ratio, primary, female (%)"
GER.1.GPIA,"Gross enrolment ratio, primary, adjusted gender parity index (GPIA)"
GER.1.M,"Gross enrolment ratio, primary, male (%)"
GER.1T2,"Gross enrolment ratio, primary and lower secondary, both sexes (%)"
GER.1T2.F,"Gross enrolment ratio, primary and lower secondary, female (%)"
GER.1T2.GPIA,"Gross enrolment ratio, primary and lower secondary, adjusted gender parity index (GPIA)"
GER.1T2.M,"Gross enrolment ratio, primary and lower secondary, male (%)"
GER.1T3,"Gross enrolment ratio, primary and secondary, both sexes (%)"
GER.1T3.F,"Gross enrolment ratio, primary and secondary, female (%)"
GER.1T3.GPIA,"Gross enrolment ratio, primary and secondary, adjusted gender parity index (GPIA)"
GER.1T3.M,"Gross enrolment ratio, primary and secondary, male (%)"
GER.1T8,"Gross enrolment ratio, primary to tertiary, both sexes (%)"
GER.1T8.F,"Gross enrolment ratio, primary to tertiary, female (%)"
GER.1T8.GPIA,"Gross enrolment ratio, primary to tertiary, adjusted gender parity index (GPIA)"
GER.1T8.M,"Gross enrolment ratio, primary to tertiary, male (%)"
GER.2,"Gross enrolment ratio, lower secondary, both sexes (%)"
GER.2.F,"Gross enrolment ratio, lower secondary, female (%)"
GER.2.GPIA,"Gross enrolment ratio, lower secondary, adjusted gender parity index (GPIA)"
GER.2.M,"Gross enrolment ratio, lower secondary, male (%)"
GER.2T3,"Gross enrolment ratio, secondary, both sexes (%)"
GER.2T3.F,"Gross enrolment ratio, secondary, female (%)"
GER.2T3.GPIA,"Gross enrolment ratio, secondary, adjusted gender parity index (GPIA)"
GER.2T3.M,"Gross enrolment ratio, secondary, male (%)"
GER.3,"Gross enrolment ratio, upper secondary, both sexes (%)"
GER.3.F,"Gross enrolment ratio, upper secondary, female (%)"
GER.3.GPIA,"Gross enrolment ratio, upper secondary, adjusted gender parity index (GPI)"
GER.3.M,"Gross enrolment ratio, upper secondary, male (%)"
GER.4,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)"
GER.4.F,"Gross enrolment ratio, post-secondary non-tertiary, female (%)"
GER.4.GPIA,"Gross enrolment ratio, post-secondary non-tertiary, adjusted gender parity index (GPIA)"
GER.4.M,"Gross enrolment ratio, post-secondary non-tertiary, male (%)"
GGR.6T7,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)"
GGR.6T7.F,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)"
GGR.6T7.GPIA,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, adjusted gender parity index (GPIA)"
GGR.6T7.M,"Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)"
GTVP.2.GPV,"Share of all students in lower secondary education enrolled in general programmes, both sexes (%)"
GTVP.2.GPV.F,"Share of all students in lower secondary education enrolled in general programmes, female (%)"
GTVP.2.GPV.GPIA,"Share of all students in lower secondary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.2.GPV.M,"Share of all students in lower secondary education enrolled in general programmes, male (%)"
GTVP.2.V,"Share of all students in lower secondary education enrolled in vocational programmes, both sexes (%)"
GTVP.2.V.F,"Share of all students in lower secondary education enrolled in vocational programmes, female (%)"
GTVP.2.V.GPIA,"Share of all students in lower secondary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
GTVP.2.V.M,"Share of all students in lower secondary education enrolled in vocational programmes, male (%)"
GTVP.2T3.GPV,"Share of all students in secondary education enrolled in general programmes, both sexes (%)"
GTVP.2T3.GPV.F,"Share of all students in secondary education enrolled in general programmes, female (%)"
GTVP.2T3.GPV.GPIA,"Share of all students in secondary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.2T3.GPV.M,"Share of all students in secondary education enrolled in general programmes, male (%)"
GTVP.2T3.V,"Share of all students in secondary education enrolled in vocational programmes, both sexes (%)"
GTVP.2T3.V.F,"Share of all students in secondary education enrolled in vocational programmes, female (%)"
GTVP.2T3.V.GPIA,"Share of all students in secondary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
GTVP.2T3.V.M,"Share of all students in secondary education enrolled in vocational programmes, male (%)"
GTVP.3.GPV,"Share of all students in upper secondary education enrolled in general programmes, both sexes (%)"
GTVP.3.GPV.F,"Share of all students in upper secondary education enrolled in general programmes, female (%)"
GTVP.3.GPV.GPIA,"Share of all students in upper secondary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.3.GPV.M,"Share of all students in upper secondary education enrolled in general programmes, male (%)"
GTVP.3.V,"Share of all students in upper secondary education enrolled in vocational programmes, both sexes (%)"
GTVP.3.V.F,"Share of all students in upper secondary education enrolled in vocational programmes, female (%)"
GTVP.3.V.GPIA,"Share of all students in upper secondary education enrolled in vocational programmes, adjusted gender parity index (GPIA)"
GTVP.3.V.M,"Share of all students in upper secondary education enrolled in vocational programmes, male (%)"
GTVP.4.GPV,"Share of all students in post-secondary non-tertiary education enrolled in general programmes, both sexes (%)"
GTVP.4.GPV.F,"Share of all students in post-secondary non-tertiary education enrolled in general programmes, female (%)"
GTVP.4.GPV.GPIA,"Share of all students in post-secondary non-tertiary education enrolled in general programmes, adjusted gender parity index (GPIA)"
GTVP.4.GPV.M,"Share of all students in post-secondary non-tertiary education enrolled in general programmes, male (%)"
