indicator_id,indicator_label_en,country_id,year,value,magnitude,qualifier
CR.1.RUR.Q1.M,"Completion rate, primary education, rural, poorest quintile, male (%)",TGO,2010,33.18429183959961,,
CR.1.RUR.Q1.M,"Completion rate, primary education, rural, poorest quintile, male (%)",TGO,2014,45.3814697265625,,
CR.1.RUR.Q1.M,"Completion rate, primary education, rural, poorest quintile, male (%)",TGO,2017,67.42353820800781,,
CR.1.RUR.Q2,"Completion rate, primary education, rural, second quintile, both sexes (%)",TGO,2006,42.1296501159668,,
CR.1.RUR.Q2,"Completion rate, primary education, rural, second quintile, both sexes (%)",TGO,2010,41.85049057006836,,
CR.1.RUR.Q2,"Completion rate, primary education, rural, second quintile, both sexes (%)",TGO,2014,45.85503005981445,,
CR.1.RUR.Q2,"Completion rate, primary education, rural, second quintile, both sexes (%)",TGO,2017,77.33582305908203,,
CR.1.RUR.Q2.F,"Completion rate, primary education, rural, second quintile, female (%)",TGO,2006,38.6050910949707,,
CR.1.RUR.Q2.F,"Completion rate, primary education, rural, second quintile, female (%)",TGO,2010,31.35569953918457,,
CR.1.RUR.Q2.F,"Completion rate, primary education, rural, second quintile, female (%)",TGO,2014,42.15036010742188,,
CR.1.RUR.Q2.F,"Completion rate, primary education, rural, second quintile, female (%)",TGO,2017,71.40598297119141,,
CR.1.RUR.Q2.GPIA,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)",TGO,2006,.8853700160980225,,
CR.1.RUR.Q2.GPIA,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)",TGO,2010,.6322600245475769,,
CR.1.RUR.Q2.GPIA,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)",TGO,2014,.8708299994468689,,
CR.1.RUR.Q2.GPIA,"Completion rate, primary education, rural, second quintile, adjusted gender parity index (GPIA)",TGO,2017,.8702700138092041,,
CR.1.RUR.Q2.M,"Completion rate, primary education, rural, second quintile, male (%)",TGO,2006,43.60346984863281,,
CR.1.RUR.Q2.M,"Completion rate, primary education, rural, second quintile, male (%)",TGO,2010,49.59312057495117,,
CR.1.RUR.Q2.M,"Completion rate, primary education, rural, second quintile, male (%)",TGO,2014,48.40256881713867,,
CR.1.RUR.Q2.M,"Completion rate, primary education, rural, second quintile, male (%)",TGO,2017,82.05043792724609,,
CR.1.RUR.Q3,"Completion rate, primary education, rural, middle quintile, both sexes (%)",TGO,2006,60.52341079711914,,
CR.1.RUR.Q3,"Completion rate, primary education, rural, middle quintile, both sexes (%)",TGO,2010,55.45438003540039,,
CR.1.RUR.Q3,"Completion rate, primary education, rural, middle quintile, both sexes (%)",TGO,2014,66.30341339111328,,
CR.1.RUR.Q3,"Completion rate, primary education, rural, middle quintile, both sexes (%)",TGO,2017,82.26702880859375,,
CR.1.RUR.Q3.F,"Completion rate, primary education, rural, middle quintile, female (%)",TGO,2006,58.07329940795898,,
CR.1.RUR.Q3.F,"Completion rate, primary education, rural, middle quintile, female (%)",TGO,2010,47.83308029174805,,
CR.1.RUR.Q3.F,"Completion rate, primary education, rural, middle quintile, female (%)",TGO,2014,61.80495071411133,,
CR.1.RUR.Q3.F,"Completion rate, primary education, rural, middle quintile, female (%)",TGO,2017,80.59162902832031,,
CR.1.RUR.Q3.GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",TGO,2006,.9408299922943115,,
CR.1.RUR.Q3.GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",TGO,2010,.7792500257492065,,
CR.1.RUR.Q3.GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",TGO,2014,.8788300156593323,,
CR.1.RUR.Q3.GPIA,"Completion rate, primary education, rural, middle quintile, adjusted gender parity index (GPIA)",TGO,2017,.9628300070762634,,
CR.1.RUR.Q3.M,"Completion rate, primary education, rural, middle quintile, male (%)",TGO,2006,61.72549057006836,,
CR.1.RUR.Q3.M,"Completion rate, primary education, rural, middle quintile, male (%)",TGO,2010,61.38375854492188,,
CR.1.RUR.Q3.M,"Completion rate, primary education, rural, middle quintile, male (%)",TGO,2014,70.32614135742188,,
CR.1.RUR.Q3.M,"Completion rate, primary education, rural, middle quintile, male (%)",TGO,2017,83.70272827148438,,
CR.1.RUR.Q4,"Completion rate, primary education, rural, fourth quintile, both sexes (%)",TGO,2006,63.34244918823242,,
CR.1.RUR.Q4,"Completion rate, primary education, rural, fourth quintile, both sexes (%)",TGO,2010,64.33036041259766,,
CR.1.RUR.Q4,"Completion rate, primary education, rural, fourth quintile, both sexes (%)",TGO,2014,76.02729034423828,,
CR.1.RUR.Q4,"Completion rate, primary education, rural, fourth quintile, both sexes (%)",TGO,2017,88.03449249267578,,
